example_id                                                                       | status | run_time        |
./spec/lib/teitofo/handler/handler_journal_meta_spec.rb[1:1:2:2]                 | passed | 0.00035 seconds |
./spec/lib/teitofo/handler/handler_journal_meta_spec.rb[1:1:2:3]                 | passed | 0.00034 seconds |
./spec/lib/teitofo/handler/handler_journal_meta_spec.rb[1:1:2:4]                 | passed | 0.0004 seconds  |
./spec/lib/teitofo/handler/handler_ref_list_spec.rb[1:1:1:1]                     | passed | 0.00027 seconds |
./spec/lib/teitofo/handler/handler_ref_list_spec.rb[1:1:2:1]                     | passed | 0.00038 seconds |
./spec/lib/teitofo/handler/handler_ref_list_spec.rb[1:1:2:2]                     | passed | 0.00034 seconds |
./spec/lib/teitofo/handler/handler_ref_list_spec.rb[1:1:2:3]                     | passed | 0.00031 seconds |
./spec/lib/teitofo/handler/handler_ref_list_spec.rb[1:1:2:4]                     | passed | 0.00031 seconds |
./spec/lib/teitofo/handler/handler_ref_spec.rb[1:1:1:1]                          | passed | 0.00028 seconds |
./spec/lib/teitofo/handler/handler_ref_spec.rb[1:1:2:1]                          | passed | 0.00031 seconds |
./spec/lib/teitofo/handler/handler_ref_spec.rb[1:1:2:2]                          | passed | 0.00032 seconds |
./spec/lib/teitofo/handler/handler_ref_spec.rb[1:1:2:3]                          | passed | 0.00086 seconds |
./spec/lib/teitofo/handler/handler_ref_spec.rb[1:1:2:4]                          | passed | 0.00031 seconds |
./spec/lib/teitofo/handler/handler_ref_spec.rb[1:1:2:5]                          | passed | 0.00023 seconds |
./spec/lib/teitofo/handler/handler_sec_spec.rb[1:1:1:1]                          | passed | 0.00027 seconds |
./spec/lib/teitofo/handler/handler_sec_spec.rb[1:1:2:1]                          | passed | 0.00028 seconds |
./spec/lib/teitofo/handler/handler_sec_spec.rb[1:1:2:2]                          | passed | 0.00064 seconds |
./spec/lib/teitofo/handler/handler_sec_spec.rb[1:1:2:3]                          | passed | 0.00028 seconds |
./spec/lib/teitofo/handler/handler_sec_spec.rb[1:1:2:4]                          | passed | 0.00027 seconds |
./spec/lib/teitofo/handler/handler_sec_spec.rb[1:1:2:5]                          | passed | 0.0007 seconds  |
./spec/lib/teitofo/handler/handler_sec_spec.rb[1:1:2:6]                          | passed | 0.00124 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:1:1]                            | passed | 0.0002 seconds  |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:1:2]                            | passed | 0.0002 seconds  |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:2:1:1]                          | passed | 0.0002 seconds  |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:2:1:2]                          | passed | 0.00019 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:2:2:1]                          | passed | 0.00052 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:2:2:2]                          | passed | 0.0002 seconds  |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:2:3:1]                          | passed | 0.0002 seconds  |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:2:3:2]                          | passed | 0.00044 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:3:1:1]                          | passed | 0.00021 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:3:2:1]                          | passed | 0.00017 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:3:3:1]                          | passed | 0.00037 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:4:1:1]                          | passed | 0.00017 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:4:2:1]                          | passed | 0.00016 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:4:3:1]                          | passed | 0.00041 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:5:1:1]                          | passed | 0.00017 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:5:2:1]                          | passed | 0.00016 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:5:3:1]                          | passed | 0.00018 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:6:1:1]                          | passed | 0.00016 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:6:2:1]                          | passed | 0.00039 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:6:3:1]                          | passed | 0.00018 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:7:1:1]                          | passed | 0.0002 seconds  |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:7:2:1]                          | passed | 0.00024 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:7:3:1]                          | passed | 0.00019 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:8:1:1]                          | passed | 0.00019 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:8:2:1]                          | passed | 0.00017 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:8:3:1]                          | passed | 0.00017 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:9:1:1]                          | passed | 0.00018 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:9:2:1]                          | passed | 0.0002 seconds  |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:9:3:1]                          | passed | 0.00017 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:10:1:1]                         | passed | 0.0005 seconds  |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:10:2:1]                         | passed | 0.00017 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:10:3:1]                         | passed | 0.00017 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:11:1:1]                         | passed | 0.00019 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:11:1:2]                         | passed | 0.00019 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:11:1:3]                         | passed | 0.00016 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:11:1:4]                         | passed | 0.00015 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:11:2:1]                         | passed | 0.00018 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:11:3:1]                         | passed | 0.00021 seconds |
./spec/lib/teitofo/handler/ref_handler_spec.rb[1:11:3:2]                         | passed | 0.00018 seconds |
